-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  -6.882   Longitude 107.6172 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 921.68 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M
2024,4,2,1,0.0,21.14
2024,4,2,2,0.0,20.97
2024,4,2,3,0.0,20.82
2024,4,2,4,0.0,20.51
2024,4,2,5,0.0,20.18
2024,4,2,6,64.1,20.83
2024,4,2,7,238.48,22.04
2024,4,2,8,431.83,23.91
2024,4,2,9,619.05,25.7
2024,4,2,10,653.12,26.77
2024,4,2,11,722.35,27.43
2024,4,2,12,730.03,27.47
2024,4,2,13,653.17,27.25
2024,4,2,14,576.38,26.77
2024,4,2,15,388.58,25.99
2024,4,2,16,183.77,24.93
2024,4,2,17,27.25,23.81
2024,4,2,18,0.0,22.98
2024,4,2,19,0.0,22.58
2024,4,2,20,0.0,22.43
2024,4,2,21,0.0,22.28
2024,4,2,22,0.0,22.19
2024,4,2,23,0.0,22.07
2024,4,3,0,0.0,21.91
2024,4,3,1,0.0,21.76
2024,4,3,2,0.0,21.6
2024,4,3,3,0.0,21.44
2024,4,3,4,0.0,21.25
2024,4,3,5,0.0,21.06
2024,4,3,6,61.67,21.74
2024,4,3,7,227.55,22.9
2024,4,3,8,426.95,24.12
2024,4,3,9,524.75,24.95
2024,4,3,10,649.25,25.26
2024,4,3,11,659.2,25.53
2024,4,3,12,583.75,25.69
2024,4,3,13,485.48,25.62
2024,4,3,14,400.85,25.47
2024,4,3,15,218.15,25.1
2024,4,3,16,114.85,24.35
2024,4,3,17,19.45,23.15
2024,4,3,18,0.0,22.36
2024,4,3,19,0.0,22.15
2024,4,3,20,0.0,21.95
2024,4,3,21,0.0,21.76
2024,4,3,22,0.0,21.58
2024,4,3,23,0.0,21.36
2024,4,4,0,0.0,21.16
2024,4,4,1,0.0,20.97
2024,4,4,2,0.0,20.83
2024,4,4,3,0.0,20.72
2024,4,4,4,0.0,20.65
2024,4,4,5,0.0,20.51
2024,4,4,6,73.15,21.31
2024,4,4,7,280.75,22.42
2024,4,4,8,500.92,23.14
2024,4,4,9,637.42,23.91
2024,4,4,10,739.8,24.86
2024,4,4,11,759.3,25.72
2024,4,4,12,744.85,26.25
2024,4,4,13,638.65,26.35
2024,4,4,14,513.72,26.04
2024,4,4,15,327.92,25.36
2024,4,4,16,162.62,24.41
2024,4,4,17,28.83,23.39
2024,4,4,18,0.0,22.74
2024,4,4,19,0.0,22.49
2024,4,4,20,0.0,22.31
2024,4,4,21,0.0,22.23
2024,4,4,22,0.0,22.15
2024,4,4,23,0.0,21.86
2024,4,5,0,0.0,21.57
2024,4,5,1,0.0,21.36
2024,4,5,2,0.0,21.22
2024,4,5,3,0.0,21.12
2024,4,5,4,0.0,21.17
2024,4,5,5,0.0,21.27
2024,4,5,6,56.28,21.97
2024,4,5,7,216.75,23.38
2024,4,5,8,400.77,24.67
2024,4,5,9,462.9,25.55
2024,4,5,10,564.88,25.99
2024,4,5,11,588.35,26.57
2024,4,5,12,592.28,26.9
2024,4,5,13,513.0,26.93
2024,4,5,14,380.52,26.76
2024,4,5,15,287.23,25.95
2024,4,5,16,137.25,24.91
2024,4,5,17,24.15,23.79
2024,4,5,18,0.0,23.14
2024,4,5,19,0.0,22.9
2024,4,5,20,0.0,22.7
2024,4,5,21,0.0,22.57
2024,4,5,22,0.0,22.4
2024,4,5,23,0.0,22.3
2024,4,6,0,0.0,22.16
2024,4,6,1,0.0,22.02
2024,4,6,2,0.0,21.87
2024,4,6,3,0.0,21.71
2024,4,6,4,0.0,21.54
2024,4,6,5,0.0,21.36
2024,4,6,6,56.95,21.41
2024,4,6,7,215.55,21.78
2024,4,6,8,392.42,22.33
2024,4,6,9,481.7,23.29
2024,4,6,10,578.72,24.22
2024,4,6,11,559.05,24.96
2024,4,6,12,544.47,25.48
2024,4,6,13,520.05,25.64
2024,4,6,14,426.05,25.54
2024,4,6,15,270.42,25.19
2024,4,6,16,141.7,24.53
2024,4,6,17,23.02,23.58
2024,4,6,18,0.0,22.63
2024,4,6,19,0.0,22.03
2024,4,6,20,0.0,21.47
2024,4,6,21,0.0,21.13
2024,4,6,22,0.0,20.97
2024,4,6,23,0.0,20.79
2024,4,7,0,0.0,20.56
2024,4,7,1,0.0,20.29
2024,4,7,2,0.0,20.03
2024,4,7,3,0.0,19.78
2024,4,7,4,0.0,19.52
2024,4,7,5,0.0,19.27
2024,4,7,6,71.2,20.31
2024,4,7,7,290.92,21.89
2024,4,7,8,531.9,23.83
2024,4,7,9,662.8,25.41
2024,4,7,10,774.25,26.65
2024,4,7,11,829.55,27.38
2024,4,7,12,771.92,27.72
2024,4,7,13,709.25,27.72
2024,4,7,14,616.85,27.32
2024,4,7,15,365.27,26.5
2024,4,7,16,175.02,25.31
2024,4,7,17,28.75,23.6
2024,4,7,18,0.0,22.13
2024,4,7,19,0.0,21.47
2024,4,7,20,0.0,21.23
2024,4,7,21,0.0,20.89
2024,4,7,22,0.0,20.53
2024,4,7,23,0.0,20.2
2024,4,8,0,0.0,19.85
2024,4,8,1,0.0,19.51
2024,4,8,2,0.0,19.2
2024,4,8,3,0.0,18.84
2024,4,8,4,0.0,18.39
2024,4,8,5,0.0,18.57
2024,4,8,6,66.07,19.67
2024,4,8,7,243.82,21.29
2024,4,8,8,444.08,22.91
2024,4,8,9,591.25,24.08
2024,4,8,10,688.9,24.5
2024,4,8,11,752.78,24.88
2024,4,8,12,709.5,25.51
2024,4,8,13,676.38,25.96
2024,4,8,14,529.33,26.01
2024,4,8,15,382.17,25.63
2024,4,8,16,187.02,24.93
2024,4,8,17,30.08,23.42
2024,4,8,18,0.0,22.37
2024,4,8,19,0.0,21.93
2024,4,8,20,0.0,21.59
2024,4,8,21,0.0,21.28
2024,4,8,22,0.0,21.05
2024,4,8,23,0.0,20.87
2024,4,9,0,0.0,20.71
2024,4,9,1,0.0,20.5
2024,4,9,2,0.0,20.36
2024,4,9,3,0.0,20.28
2024,4,9,4,0.0,20.2
2024,4,9,5,0.0,20.26
2024,4,9,6,43.28,21.28
2024,4,9,7,153.38,22.8
2024,4,9,8,256.27,24.2
2024,4,9,9,395.6,25.41
2024,4,9,10,501.27,26.06
2024,4,9,11,503.35,26.73
2024,4,9,12,461.42,26.94
2024,4,9,13,500.05,26.5
2024,4,9,14,406.2,25.56
2024,4,9,15,266.62,24.69
2024,4,9,16,132.23,23.72
2024,4,9,17,20.08,22.87
2024,4,9,18,0.0,22.52
2024,4,9,19,0.0,22.4
2024,4,9,20,0.0,22.25
2024,4,9,21,0.0,22.03
2024,4,9,22,0.0,21.84
2024,4,9,23,0.0,21.72
2024,4,10,0,0.0,21.6
2024,4,10,1,0.0,21.56
2024,4,10,2,0.0,21.62
2024,4,10,3,0.0,21.79
2024,4,10,4,0.0,21.6
2024,4,10,5,0.0,21.37
2024,4,10,6,62.08,21.59
2024,4,10,7,239.4,22.7
2024,4,10,8,435.0,23.62
2024,4,10,9,605.85,24.33
2024,4,10,10,674.8,24.89
2024,4,10,11,710.15,25.07
2024,4,10,12,669.9,24.97
2024,4,10,13,648.6,24.73
2024,4,10,14,494.65,24.31
2024,4,10,15,336.85,23.85
2024,4,10,16,164.98,23.29
2024,4,10,17,23.88,22.73
2024,4,10,18,0.0,22.26
2024,4,10,19,0.0,22.03
2024,4,10,20,0.0,21.67
2024,4,10,21,0.0,21.46
2024,4,10,22,0.0,21.37
2024,4,10,23,0.0,21.28
2024,4,11,0,0.0,21.17
2024,4,11,1,0.0,21.06
2024,4,11,2,0.0,21.13
2024,4,11,3,0.0,21.19
2024,4,11,4,0.0,21.21
2024,4,11,5,0.0,21.07
2024,4,11,6,65.7,21.41
2024,4,11,7,264.65,22.07
2024,4,11,8,496.2,22.65
2024,4,11,9,671.33,23.42
2024,4,11,10,709.47,24.44
2024,4,11,11,758.88,25.71
2024,4,11,12,789.75,26.34
2024,4,11,13,655.5,26.74
2024,4,11,14,569.83,26.78
2024,4,11,15,375.3,26.18
2024,4,11,16,174.4,24.84
2024,4,11,17,25.25,23.49
2024,4,11,18,0.0,22.77
2024,4,11,19,0.0,22.51
2024,4,11,20,0.0,22.3
2024,4,11,21,0.0,22.12
2024,4,11,22,0.0,21.91
2024,4,11,23,0.0,21.69
2024,4,12,0,0.0,21.5
2024,4,12,1,0.0,21.32
2024,4,12,2,0.0,21.17
2024,4,12,3,0.0,21.01
2024,4,12,4,0.0,20.84
2024,4,12,5,0.0,20.72
2024,4,12,6,57.28,21.43
2024,4,12,7,211.9,22.38
2024,4,12,8,412.48,23.2
2024,4,12,9,506.85,24.22
2024,4,12,10,570.15,25.21
2024,4,12,11,644.17,25.97
2024,4,12,12,548.95,26.3
2024,4,12,13,412.77,26.09
2024,4,12,14,146.57,25.26
2024,4,12,15,135.95,24.28
2024,4,12,16,74.25,23.47
2024,4,12,17,9.48,22.98
2024,4,12,18,0.0,22.63
2024,4,12,19,0.0,22.26
2024,4,12,20,0.0,21.96
2024,4,12,21,0.0,21.76
2024,4,12,22,0.0,21.54
2024,4,12,23,0.0,21.39
2024,4,13,0,0.0,21.49
2024,4,13,1,0.0,21.33
2024,4,13,2,0.0,21.15
2024,4,13,3,0.0,21.05
2024,4,13,4,0.0,20.98
2024,4,13,5,0.0,20.89
2024,4,13,6,75.88,21.38
2024,4,13,7,294.25,22.37
2024,4,13,8,528.88,23.38
2024,4,13,9,681.0,24.35
2024,4,13,10,759.2,25.45
2024,4,13,11,784.15,26.21
2024,4,13,12,749.22,26.63
2024,4,13,13,645.45,26.69
2024,4,13,14,572.78,26.62
2024,4,13,15,365.0,26.1
2024,4,13,16,170.45,25.2
2024,4,13,17,23.38,23.71
2024,4,13,18,0.0,22.76
2024,4,13,19,0.0,22.31
2024,4,13,20,0.0,22.03
2024,4,13,21,0.0,21.84
2024,4,13,22,0.0,21.63
2024,4,13,23,0.0,21.4
2024,4,14,0,0.0,21.18
2024,4,14,1,0.0,21.0
2024,4,14,2,0.0,20.75
2024,4,14,3,0.0,20.45
2024,4,14,4,0.0,20.23
2024,4,14,5,0.0,20.11
2024,4,14,6,68.6,21.1
2024,4,14,7,249.5,22.44
2024,4,14,8,451.15,23.78
2024,4,14,9,578.05,25.03
2024,4,14,10,668.55,25.89
2024,4,14,11,687.17,26.51
2024,4,14,12,664.25,26.77
2024,4,14,13,511.85,26.23
2024,4,14,14,424.27,25.39
2024,4,14,15,337.52,24.52
2024,4,14,16,162.48,23.76
2024,4,14,17,22.38,23.28
2024,4,14,18,0.0,22.98
2024,4,14,19,0.0,22.59
2024,4,14,20,0.0,22.3
2024,4,14,21,0.0,22.02
2024,4,14,22,0.0,22.08
2024,4,14,23,0.0,21.84
2024,4,15,0,0.0,21.56
2024,4,15,1,0.0,21.29
2024,4,15,2,0.0,21.07
2024,4,15,3,0.0,20.96
2024,4,15,4,0.0,20.98
2024,4,15,5,0.0,20.99
2024,4,15,6,69.2,21.62
2024,4,15,7,251.6,22.63
2024,4,15,8,455.35,23.39
2024,4,15,9,588.08,24.15
2024,4,15,10,669.47,25.73
2024,4,15,11,716.1,27.03
2024,4,15,12,680.03,27.59
2024,4,15,13,679.33,27.7
2024,4,15,14,562.8,27.39
2024,4,15,15,370.85,26.85
2024,4,15,16,174.93,25.86
2024,4,15,17,24.27,24.28
2024,4,15,18,0.0,23.12
2024,4,15,19,0.0,22.57
2024,4,15,20,0.0,22.15
2024,4,15,21,0.0,21.86
2024,4,15,22,0.0,21.53
2024,4,15,23,0.0,21.25
2024,4,16,0,0.0,21.0
2024,4,16,1,0.0,20.77
2024,4,16,2,0.0,20.58
2024,4,16,3,0.0,20.4
2024,4,16,4,0.0,20.27
2024,4,16,5,0.0,20.19
2024,4,16,6,75.75,21.32
2024,4,16,7,293.3,22.85
2024,4,16,8,522.67,24.27
2024,4,16,9,678.22,25.44
2024,4,16,10,701.12,26.33
2024,4,16,11,740.62,27.0
2024,4,16,12,765.8,27.34
2024,4,16,13,709.5,27.21
2024,4,16,14,595.85,26.32
2024,4,16,15,412.02,25.21
2024,4,16,16,195.48,24.18
2024,4,16,17,25.9,23.41
2024,4,16,18,0.0,23.09
2024,4,16,19,0.0,22.93
2024,4,16,20,0.0,22.74
2024,4,16,21,0.0,22.54
2024,4,16,22,0.0,22.31
2024,4,16,23,0.0,22.03
2024,4,17,0,0.0,21.79
2024,4,17,1,0.0,21.54
2024,4,17,2,0.0,21.2
2024,4,17,3,0.0,21.12
2024,4,17,4,0.0,21.16
2024,4,17,5,0.0,21.01
2024,4,17,6,70.12,21.52
2024,4,17,7,280.27,22.42
2024,4,17,8,522.53,23.43
2024,4,17,9,690.17,24.46
2024,4,17,10,772.53,25.19
2024,4,17,11,763.0,25.71
2024,4,17,12,682.75,26.02
2024,4,17,13,595.55,25.97
2024,4,17,14,432.7,25.77
2024,4,17,15,289.85,25.35
2024,4,17,16,138.1,24.53
2024,4,17,17,19.05,23.44
2024,4,17,18,0.0,22.37
2024,4,17,19,0.0,21.8
2024,4,17,20,0.0,21.57
2024,4,17,21,0.0,21.34
2024,4,17,22,0.0,21.19
2024,4,17,23,0.0,21.08
2024,4,18,0,0.0,20.97
2024,4,18,1,0.0,20.84
2024,4,18,2,0.0,20.71
2024,4,18,3,0.0,20.56
2024,4,18,4,0.0,20.45
2024,4,18,5,0.0,20.37
2024,4,18,6,69.78,21.16
2024,4,18,7,271.12,22.41
2024,4,18,8,489.85,23.53
2024,4,18,9,676.47,24.74
2024,4,18,10,770.53,25.29
2024,4,18,11,782.12,25.79
2024,4,18,12,729.28,25.99
2024,4,18,13,669.12,25.8
2024,4,18,14,599.6,25.36
2024,4,18,15,355.88,24.53
2024,4,18,16,163.18,23.59
2024,4,18,17,21.0,22.67
2024,4,18,18,0.0,22.21
2024,4,18,19,0.0,22.01
2024,4,18,20,0.0,21.79
2024,4,18,21,0.0,21.59
2024,4,18,22,0.0,21.35
2024,4,18,23,0.0,21.13
2024,4,19,0,0.0,20.95
2024,4,19,1,0.0,20.8
2024,4,19,2,0.0,20.73
2024,4,19,3,0.0,20.73
2024,4,19,4,0.0,20.79
2024,4,19,5,0.0,20.84
2024,4,19,6,59.12,21.65
2024,4,19,7,213.48,23.04
2024,4,19,8,403.52,24.06
2024,4,19,9,504.75,24.97
2024,4,19,10,638.0,25.86
2024,4,19,11,635.75,26.27
2024,4,19,12,611.95,26.01
2024,4,19,13,529.28,25.52
2024,4,19,14,373.6,24.84
2024,4,19,15,213.65,24.19
2024,4,19,16,100.68,23.59
2024,4,19,17,12.77,22.97
2024,4,19,18,0.0,22.45
2024,4,19,19,0.0,22.06
2024,4,19,20,0.0,21.68
2024,4,19,21,0.0,21.39
2024,4,19,22,0.0,21.07
2024,4,19,23,0.0,20.84
2024,4,20,0,0.0,20.66
2024,4,20,1,0.0,20.57
2024,4,20,2,0.0,20.46
2024,4,20,3,0.0,20.57
2024,4,20,4,0.0,20.7
2024,4,20,5,0.0,20.76
2024,4,20,6,67.7,21.45
2024,4,20,7,232.9,22.8
2024,4,20,8,381.8,23.92
2024,4,20,9,522.12,24.76
2024,4,20,10,498.75,25.63
2024,4,20,11,569.88,26.18
2024,4,20,12,612.47,26.5
2024,4,20,13,529.75,26.5
2024,4,20,14,447.7,26.23
2024,4,20,15,303.05,25.58
2024,4,20,16,140.48,24.66
2024,4,20,17,19.52,23.4
2024,4,20,18,0.0,22.49
2024,4,20,19,0.0,22.13
2024,4,20,20,0.0,21.9
2024,4,20,21,0.0,21.66
2024,4,20,22,0.0,21.46
2024,4,20,23,0.0,21.26
2024,4,21,0,0.0,21.06
2024,4,21,1,0.0,20.71
2024,4,21,2,0.0,20.36
2024,4,21,3,0.0,20.02
2024,4,21,4,0.0,19.99
2024,4,21,5,0.0,19.89
2024,4,21,6,41.22,20.58
2024,4,21,7,160.55,22.24
2024,4,21,8,304.42,24.39
2024,4,21,9,449.02,25.8
2024,4,21,10,569.75,26.55
2024,4,21,11,632.05,27.01
2024,4,21,12,709.03,27.2
2024,4,21,13,654.78,27.53
2024,4,21,14,489.3,27.37
2024,4,21,15,286.27,26.21
2024,4,21,16,138.98,24.95
2024,4,21,17,17.95,23.77
2024,4,21,18,0.0,23.1
2024,4,21,19,0.0,22.85
2024,4,21,20,0.0,22.73
2024,4,21,21,0.0,22.56
2024,4,21,22,0.0,22.35
2024,4,21,23,0.0,22.14
2024,4,22,0,0.0,21.93
2024,4,22,1,0.0,21.68
2024,4,22,2,0.0,21.43
2024,4,22,3,0.0,21.33
2024,4,22,4,0.0,21.1
2024,4,22,5,0.0,20.69
2024,4,22,6,74.65,21.46
2024,4,22,7,295.5,22.82
2024,4,22,8,523.62,24.32
2024,4,22,9,702.5,25.56
2024,4,22,10,747.8,26.53
2024,4,22,11,754.38,27.04
2024,4,22,12,748.25,27.21
2024,4,22,13,636.03,27.25
2024,4,22,14,489.7,27.12
2024,4,22,15,348.73,26.87
2024,4,22,16,159.88,26.24
2024,4,22,17,20.2,24.98
2024,4,22,18,0.0,23.68
2024,4,22,19,0.0,23.07
2024,4,22,20,0.0,22.7
2024,4,22,21,0.0,22.41
2024,4,22,22,0.0,22.14
2024,4,22,23,0.0,21.88
2024,4,23,0,0.0,21.63
2024,4,23,1,0.0,21.37
2024,4,23,2,0.0,21.13
2024,4,23,3,0.0,20.94
2024,4,23,4,0.0,20.71
2024,4,23,5,0.0,20.55
2024,4,23,6,69.72,21.4
2024,4,23,7,253.4,22.69
2024,4,23,8,444.5,24.24
2024,4,23,9,493.83,25.5
2024,4,23,10,519.78,26.55
2024,4,23,11,557.0,27.28
2024,4,23,12,491.55,27.65
2024,4,23,13,333.83,27.62
2024,4,23,14,271.5,27.46
2024,4,23,15,291.73,26.76
2024,4,23,16,130.98,25.41
2024,4,23,17,17.3,23.84
2024,4,23,18,0.0,23.18
2024,4,23,19,0.0,23.1
2024,4,23,20,0.0,22.95
2024,4,23,21,0.0,22.67
2024,4,23,22,0.0,22.37
2024,4,23,23,0.0,21.89
2024,4,24,0,0.0,21.66
2024,4,24,1,0.0,21.51
2024,4,24,2,0.0,21.42
2024,4,24,3,0.0,21.48
2024,4,24,4,0.0,21.28
2024,4,24,5,0.0,20.96
2024,4,24,6,65.28,21.32
2024,4,24,7,241.23,22.12
2024,4,24,8,436.98,23.19
2024,4,24,9,577.53,24.62
2024,4,24,10,675.65,25.96
2024,4,24,11,660.05,27.2
2024,4,24,12,604.3,27.68
2024,4,24,13,512.9,27.46
2024,4,24,14,426.52,26.91
2024,4,24,15,260.1,26.36
2024,4,24,16,120.35,25.36
2024,4,24,17,15.88,24.22
2024,4,24,18,0.0,23.21
2024,4,24,19,0.0,22.78
2024,4,24,20,0.0,22.54
2024,4,24,21,0.0,22.44
2024,4,24,22,0.0,22.33
2024,4,24,23,0.0,22.19
2024,4,25,0,0.0,22.02
2024,4,25,1,0.0,21.8
2024,4,25,2,0.0,21.61
2024,4,25,3,0.0,21.42
2024,4,25,4,0.0,21.19
2024,4,25,5,0.0,20.97
2024,4,25,6,39.97,21.68
2024,4,25,7,119.0,22.97
2024,4,25,8,246.82,24.16
2024,4,25,9,327.02,25.05
2024,4,25,10,434.98,25.82
2024,4,25,11,482.45,26.42
2024,4,25,12,450.52,26.81
2024,4,25,13,487.92,26.78
2024,4,25,14,418.23,26.52
2024,4,25,15,284.33,25.94
2024,4,25,16,130.18,25.16
2024,4,25,17,15.88,24.01
2024,4,25,18,0.0,23.0
2024,4,25,19,0.0,22.53
2024,4,25,20,0.0,22.3
2024,4,25,21,0.0,22.23
2024,4,25,22,0.0,22.21
2024,4,25,23,0.0,22.19
2024,4,26,0,0.0,22.15
2024,4,26,1,0.0,22.14
2024,4,26,2,0.0,22.04
2024,4,26,3,0.0,21.85
2024,4,26,4,0.0,21.57
2024,4,26,5,0.0,21.26
2024,4,26,6,69.6,21.41
2024,4,26,7,268.48,22.01
2024,4,26,8,494.73,22.48
2024,4,26,9,676.85,22.92
2024,4,26,10,768.88,23.65
2024,4,26,11,716.7,24.64
2024,4,26,12,687.88,25.27
2024,4,26,13,557.65,25.51
2024,4,26,14,416.52,25.51
2024,4,26,15,256.7,25.28
2024,4,26,16,130.2,24.62
2024,4,26,17,15.15,23.74
2024,4,26,18,0.0,22.94
2024,4,26,19,0.0,22.53
2024,4,26,20,0.0,22.25
2024,4,26,21,0.0,22.0
2024,4,26,22,0.0,21.72
2024,4,26,23,0.0,21.44
2024,4,27,0,0.0,21.18
2024,4,27,1,0.0,20.96
2024,4,27,2,0.0,20.78
2024,4,27,3,0.0,20.64
2024,4,27,4,0.0,20.46
2024,4,27,5,0.0,20.27
2024,4,27,6,68.38,20.9
2024,4,27,7,252.95,21.88
2024,4,27,8,446.15,23.27
2024,4,27,9,609.83,24.8
2024,4,27,10,700.9,26.03
2024,4,27,11,646.67,26.67
2024,4,27,12,586.7,26.86
2024,4,27,13,526.47,26.93
2024,4,27,14,375.42,26.7
2024,4,27,15,229.25,25.97
2024,4,27,16,103.88,25.05
2024,4,27,17,11.68,23.86
2024,4,27,18,0.0,23.05
2024,4,27,19,0.0,22.7
2024,4,27,20,0.0,22.45
2024,4,27,21,0.0,22.17
2024,4,27,22,0.0,21.98
2024,4,27,23,0.0,21.9
2024,4,28,0,0.0,21.79
2024,4,28,1,0.0,21.63
2024,4,28,2,0.0,21.43
2024,4,28,3,0.0,21.31
2024,4,28,4,0.0,21.19
2024,4,28,5,0.0,21.18
2024,4,28,6,75.82,21.83
2024,4,28,7,290.5,23.0
2024,4,28,8,516.17,24.03
2024,4,28,9,635.33,24.92
2024,4,28,10,697.95,25.72
2024,4,28,11,650.85,26.32
2024,4,28,12,651.28,26.67
2024,4,28,13,510.83,26.71
2024,4,28,14,372.42,26.38
2024,4,28,15,254.15,25.82
2024,4,28,16,108.65,24.87
2024,4,28,17,12.25,23.75
2024,4,28,18,0.0,22.91
2024,4,28,19,0.0,22.44
2024,4,28,20,0.0,22.02
2024,4,28,21,0.0,21.71
2024,4,28,22,0.0,21.49
2024,4,28,23,0.0,21.27
2024,4,29,0,0.0,21.14
2024,4,29,1,0.0,21.0
2024,4,29,2,0.0,20.88
2024,4,29,3,0.0,20.83
2024,4,29,4,0.0,20.86
2024,4,29,5,0.0,20.89
2024,4,29,6,64.22,21.7
2024,4,29,7,247.93,23.05
2024,4,29,8,454.35,24.05
2024,4,29,9,635.8,24.89
2024,4,29,10,722.85,25.56
2024,4,29,11,784.1,25.99
2024,4,29,12,718.45,26.26
2024,4,29,13,653.72,26.36
2024,4,29,14,568.1,26.18
2024,4,29,15,370.7,25.69
2024,4,29,16,162.2,24.87
2024,4,29,17,17.15,23.71
2024,4,29,18,0.0,22.72
2024,4,29,19,0.0,22.33
2024,4,29,20,0.0,22.15
2024,4,29,21,0.0,21.93
2024,4,29,22,0.0,21.71
2024,4,29,23,0.0,21.47
2024,4,30,0,0.0,21.23
2024,4,30,1,0.0,21.02
2024,4,30,2,0.0,20.81
2024,4,30,3,0.0,20.61
2024,4,30,4,0.0,20.35
2024,4,30,5,0.0,20.16
2024,4,30,6,74.2,21.04
2024,4,30,7,275.4,22.56
2024,4,30,8,490.0,24.17
2024,4,30,9,639.7,25.76
2024,4,30,10,644.95,26.91
2024,4,30,11,677.97,27.48
2024,4,30,12,603.3,27.88
2024,4,30,13,583.7,27.92
2024,4,30,14,448.88,27.56
2024,4,30,15,291.5,26.81
2024,4,30,16,129.4,25.6
2024,4,30,17,16.23,24.2
2024,4,30,18,0.0,23.43
2024,4,30,19,0.0,23.13
2024,4,30,20,0.0,22.96
2024,4,30,21,0.0,22.75
2024,4,30,22,0.0,22.55
2024,4,30,23,0.0,22.41
2024,5,1,0,0.0,22.2
2024,5,1,1,0.0,21.96
2024,5,1,2,0.0,21.68
2024,5,1,3,0.0,21.3
2024,5,1,4,0.0,21.11
2024,5,1,5,0.0,20.97
2024,5,1,6,55.72,21.28
2024,5,1,7,196.15,21.88
2024,5,1,8,342.15,22.87
2024,5,1,9,460.08,24.17
2024,5,1,10,520.75,25.54
2024,5,1,11,533.25,26.37
2024,5,1,12,544.78,26.72
2024,5,1,13,488.7,26.71
2024,5,1,14,387.0,26.45
2024,5,1,15,257.2,25.74
2024,5,1,16,114.95,24.65
2024,5,1,17,13.35,23.64
2024,5,1,18,0.0,23.21
2024,5,1,19,0.0,22.98
2024,5,1,20,0.0,22.74
2024,5,1,21,0.0,22.53
2024,5,1,22,0.0,22.29
2024,5,1,23,0.0,22.09
2024,5,2,0,0.0,21.84
2024,5,2,1,0.0,21.63
2024,5,2,2,0.0,21.43
2024,5,2,3,0.0,21.18
2024,5,2,4,0.0,20.9
2024,5,2,5,0.0,20.66
2024,5,2,6,55.25,21.32
2024,5,2,7,198.8,22.5
2024,5,2,8,372.27,23.81
2024,5,2,9,539.97,25.15
2024,5,2,10,667.42,26.11
2024,5,2,11,709.6,26.72
2024,5,2,12,689.47,26.92
2024,5,2,13,591.65,26.88
2024,5,2,14,478.62,26.69
2024,5,2,15,338.48,26.16
2024,5,2,16,144.57,25.09
2024,5,2,17,16.35,23.87
2024,5,2,18,0.0,23.02
2024,5,2,19,0.0,22.66
2024,5,2,20,0.0,22.4
2024,5,2,21,0.0,22.13
2024,5,2,22,0.0,21.87
2024,5,2,23,0.0,21.62
2024,5,3,0,0.0,21.36
2024,5,3,1,0.0,21.12
2024,5,3,2,0.0,20.95
2024,5,3,3,0.0,20.82
2024,5,3,4,0.0,20.75
2024,5,3,5,0.0,20.64
2024,5,3,6,62.62,21.36
2024,5,3,7,259.0,22.47
2024,5,3,8,473.38,23.85
2024,5,3,9,643.45,25.34
2024,5,3,10,730.92,26.35
2024,5,3,11,783.58,27.09
2024,5,3,12,609.03,27.39
2024,5,3,13,654.75,27.42
2024,5,3,14,482.45,27.13
2024,5,3,15,332.0,26.57
2024,5,3,16,146.05,25.58
2024,5,3,17,17.52,24.08
2024,5,3,18,0.0,23.19
2024,5,3,19,0.0,22.75
2024,5,3,20,0.0,22.38
2024,5,3,21,0.0,22.07
2024,5,3,22,0.0,21.83
2024,5,3,23,0.0,21.61
2024,5,4,0,0.0,21.37
2024,5,4,1,0.0,21.16
2024,5,4,2,0.0,20.95
2024,5,4,3,0.0,20.78
2024,5,4,4,0.0,20.63
2024,5,4,5,0.0,20.47
2024,5,4,6,65.35,21.01
2024,5,4,7,256.58,21.97
2024,5,4,8,465.88,23.02
2024,5,4,9,649.72,24.4
2024,5,4,10,770.1,25.55
2024,5,4,11,805.75,26.24
2024,5,4,12,744.5,26.56
2024,5,4,13,596.7,26.65
2024,5,4,14,491.4,26.44
2024,5,4,15,306.38,25.91
2024,5,4,16,138.95,24.67
2024,5,4,17,13.0,23.17
2024,5,4,18,0.0,22.38
2024,5,4,19,0.0,22.06
2024,5,4,20,0.0,21.79
2024,5,4,21,0.0,21.53
2024,5,4,22,0.0,21.31
2024,5,4,23,0.0,21.12
2024,5,5,0,0.0,20.87
2024,5,5,1,0.0,20.6
2024,5,5,2,0.0,20.4
2024,5,5,3,0.0,20.23
2024,5,5,4,0.0,20.14
2024,5,5,5,0.0,20.09
2024,5,5,6,61.22,20.33
2024,5,5,7,251.27,20.73
2024,5,5,8,441.62,21.25
2024,5,5,9,621.5,21.94
2024,5,5,10,717.15,22.56
2024,5,5,11,758.9,23.14
2024,5,5,12,717.7,23.71
2024,5,5,13,650.4,23.94
